ratings,titles,reviews,,dates,replies,reply_dates,Buying experience,Digital,store,service,product not available,Product,fresh,non fresh,"value (quality, etc.)",price,Delivery Mode,Drive,Delivery,After Sales,Carrefour,Other brand,reimbursement,clean_BE,clean_PD,clean_DM,clean_AS,
1,J’ai passé commande le samedi 13/08…,"J’ai passé commande le samedi 13/08 pour une livraison le lundi 15/08. Nous somme le 17/08 et toujours pas de commande en vu. La blague. J’ai fait un mail au service client et ils me demandent d’appeler par téléphone. Au téléphone toutes les 3 min on me dit qu’un conseiller sera disponible dans moins de deux minutes puis 13 min plus tard on me raccroche au nez me disant que tous les conseillers sont en ligne… je décide de rappeler car il est hors de question de laisser plus de 160€ dans la nature et la quelqu’un me répond au bout de 7 min. Très pro je n’ai rien à lui reprocher. Au bout de 5 min, il revient me dire que la magasin lui a dit qu’ils n’avaient pas trouvé de livreur pour ce lundi 15 août ils ont donc tout simplement rangé ma commande. Ils n’ont pas pris la peine d’annuler ma commande ou me rembourser non. Ils ont rangé les courses en rayon et ont continué leur vie pendant que j’attendais après ma commande. De mon côté bien évidemment Il faut que je passe une nouvelle commande. La grosse blague. Je ne suis pas du genre à laisser de mauvais commentaire mais lorsque l’on me prend pour une cruche, et bien je ne vais pas me gêner. Service livraison CARREFOUR un gros zéro pointé !!!!!",,2022-08-17T14:36:10.000Z,"Bonjour, pouvez-vous nous préciser le numéro de commande ? A votre écoute, L'équipe Carrefour",2022-08-17T15:57:23.450Z,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,0,1,1,
1,Achat annulé et aucune solution trouvée,"Achat d'un smartphone avec une réduction de 310 euros, commande annulée 3 jours avant la livraison. Lot de consolation : 15e en bon d'achat pour pouvoir en racheter un autre.
Il a fallut que j'appelle 5 fois pour avoir une réponse, de pire en pire carrefour",,2022-04-23T10:07:13.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions.",2022-04-23T11:53:00.829Z,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,
1,"Personnel désagréable,des caisses…","Personnel désagréable,des caisses prioritaire d'accord mais quand il n'y a personnes quel intérêt de laisser des caisses vides ?alors que d'autres caisses et blindé de monde .honteux",,2020-06-22T06:38:24.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,"""One or more validation errors…","""One or more validation errors occurred.""
Tout est bien validé et impossible de créer ce P****n de compte sur le site Carrefour Sabatier.
Epargnez moi votre réponse automatique et faite que ce site fonctionne ,au moins 10 essais à différentes heures et toujours la même réponse ""One or more validation errors occurred"".",,2022-05-11T17:23:18.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance. L'équipe Carrefour",2022-05-11T18:07:29.144Z,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Absolument aucune considération du client,Avis laissé ici le 29 décembre et toujours sans nouvelle de ce fameux Dimitri qui se dit regarder à votre dossier pour corriger les manquements du service clients Carrefour. Je lui ai envoyé un email début janvier comme il me le demandait et nous sommes le 10 mars... Que dire de plus? Jérôme,,2021-03-10T18:30:05.000Z,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,Tres mauvais accueil au stand carrefour…,"Tres mauvais accueil au stand carrefour banque Aulnay Sous Bois.
Personnel malpoli",,2020-05-27T10:11:47.000Z,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,
1,SOCIETE CARREFOUR ET SON INDIFFERENCE COMMERCIALE !,"Je suis FURIEUSE  J""ai passé une commande chez Carrrefour livraison Express lundi matin ! Une petite commande ! J'en avais pour 59€ !
Je suis agée et en invalidité ! Je ne sors plus de chez moi ! J'ai heureusement l'habitude de pouvoir faire mes courses par Internet régulièrement ! 
Donc ma commande de Lundi matin a été confirmée pour sa livraison le mardi vers 11Hrs30 par mail et SMS !
RIEN ! J'ai même reçu un sms me confirmant l'arrivée du livreur d'ici 7 minutes !!!! Puis plus rien !!!!! 
Vers 15Hrs j'ai reçu un mail de Carrefour Livraison express me disant :  Suite à l'annulation de votre commande ne ne prélèverons pas le montant de cette commande!
C EST QUOI CE CIRQUE ???? JE N AI JAMAIS ANNULE MA COMMANDE ! 
Evidemment j'ai essayé de joindre leur service client par Téléphone et par mail ! AUCUNE réponse ! Que pensez-vous de cette grande  Société qui se moque de ses clients 
Je vous le répéte je n'ai Pas annulé ma commande ! Je vis seule , agée 77ans et ne sortant plus de chez moi vue mon invalidité ! QUE puis-je faire ???? 
OU PUIS-JE M ADRESSER POUR FAIRE MA RECLAMATION ? Merci",,2020-03-18T10:07:18.000Z,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,1,1,
1,C'est moi ou les prix grimpent plus…,C'est moi ou les prix grimpent plus vite chez carrefour que chez ces concurrents. Au vue du peu de monde dans le magasin près de chez moi je ne suis pas la seule à m'en être rendu compte. je ne parle même pas du drive ou les prix sont surgonfler par rapport aux promotions catalogue. Et maintenant il n'accepte même plus les coupons réductions lorsqu'il y a déjà du cagnottage sur du non alimentaire. heureusement que les autres enseignes continues de les accepter. j'avais déjà réduit mes achats à carrefour mais je vais encore plus réduire dommage c'était une enseigne que j'appréciais.,,2022-05-24T14:23:55.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-05-24T18:24:07.734Z,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,De l'amateurisme !!,"Je commande un mobile le 03/07/14 avec livraison dans un Carrefour Express (près de la place de Clichy à Paris). Le jour du retrait, le magasin m'annonce qu'il ne livre qu'à partir de 17h les colis Kiala (tant pis pour nous si l'on ne peut se déplacer qu'à l'heure du déjeuner).
J'appelle le jeudi le service client de Carrefour.fr (09.69.39.75.35) pour me trouver une solution de remplacement (livraison chez moi ou dans un autre relais). On me promet un rappel dans les 5 jours. 
Aucune nouvelle depuis, je décide donc d'appeler au bout de 15 jours : 1er décroché, attente de 5 min, je suis très calme mais on me raccroche au nez au bout de 10 secondes.
2nd appel, réponse rapide, je dois recommencer toute mon histoire, toujours très calme : l'attachée clientèle se renseigne et, après une attente de 3 min, me précise qu'elle va, ENFIN, demander le retour du colis à Kiala et que je serai alors remboursé au retour dudit colis sans aucune précision sur la date, alors même que je demandais un délai (la somme en jeu est fort heureusement très petite - 12,98 €).
Au vu de cette expérience, en comparant à des sites très pro et rôdés comme Amazon voire CDiscount, on a vraiment l'impression d'être dans l'amateurisme d'un petit site qui débute péniblement. Il est bien incroyable qu'au plus petit bug (quand même bien simple à gérer), Carrefour.fr soit tout à la fois incapable de respecter ses engagements (me rappeler comme promis) et de me rembourser un colis non réclamé au bout de 3 semaines. Ce service client est dans le flou le plus total !
Voilà, vous pourrez maintenant acheter en connaissance de cause : si vous êtes sûr d'être livré en un lieu de confiance, allez-y sinon,... passez votre chemin...
Pou ma part, mon choix est fait, Carrefour continuera à me voir dans ses hypermarchés mais plus jamais sur son site de vente en ligne...",,2014-08-04T12:54:47.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,labege le drive le plus nul du secteur…,labege le drive le plus nul du secteur Toulousain toujours des produits manquants des échanges insolites et surtout la difficulté d'avoir un créneau de livraison  par manque de personnel dixit le drive lui même   appel au service client pour ensuite me faire remboursée l'absence de produits  facturés et ceci chaque semaine lol   bref aller vous servir ailleurs celà ne pourra être pire ..... figurez vous que c'est la réponse obtenue lors de mon appel au service client national,,2020-09-30T19:09:48.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Scandalisé par le magasin d'Aix les…,"Scandalisé par le magasin d'Aix les Milles où il faut supplifier en caisse pour que les prix réduits annoncés en rayon soient appliqués !!! J'ai achèté des draps en coton dans un rayon où des prix réduits étaient indiqués dans les rayons devant chaque article par des étiquette dédiées. En caisse on m'explique que le prix marqué sur l'article, plus élevé que le prix marqué en gondole, est le seul qui s'applique et que je peux aller réclamer au service client. M'etonnant de ce refus la chef de caisse me dit que j'ai mal vu les prix... Je lui montre donc des photos du rayon démontrant ma bonne foi. Nouveau refus 
de la chef  de caisse qui me dit que un ton impérieux ""on ne peut rien faire... avancez y a du monde"". Devant mon refus elle finit par donner l'ordre au caissier d'appliquer la réduction, ce qui est obtenu par un simple bouton sur son écran: une seule manipulation du caissier  et magiquement tous les prix réduits annonncés en gondole sont appliqués. Donc 1- les prix réduits annoncés en gondole étaient les bons, 2- le caissier le savait et pouvait les appliquer très facilement. Comlent expliquer qu'on ait donc dans un premier temps refusé de m'appliquer le prix indiqué et j'avais parfaitement lu ? Que penser de la relation au client ? On peut s'interroger sur ce qu'on a demandé au caissier de dire...Aucune excuse ni du caissier ni de la chef de caisse que nous avons manifestement ennuyée malgré notre bonne foi. Belle expérience chez Carrefour que je boycoterai a présent.",,2022-07-11T08:41:14.000Z,"Bonjour, nous vous remercions pour votre message que nous avons transmis au directeur du magasin d’Aix en Provence qui vous propose de le contacter directement sur sa ligne directe au 04.42.16.90.99. ",2022-07-13T06:49:31.272Z,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,CARREFOUR EXPRESS CAEN RUE SAINT JEAN,"CARREFOUR EXPRESS CAEN RUE SAINT JEAN 
PROFITEUR

j'en reviens ce matin hier le pralin a leclerc rive de l'orne 1.62€ et 6 oeuf de nos region 1.25 € total 2.87 €

cool

ce matin 1 pralin même quantité même marque 2.62 € soit plus de 1€ plus cher 6 œuf carrefour ""marque carrefour donc marques tres bien connus"" 2.32 € soit plus de 1.07 plus cher

hier les meme 2 produit a leclerc rive de lorne 
2.87 €
ce jour les meme produit a carrefour saint jean
4.94 €

PROFITEUR? MES A FAIRE COMME CELA VOUS RISQUER DE NE PAS DURER. C'EST PUREMENT DU VOL.",,2021-11-14T10:23:46.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Carrefour Bourg en Bresse,"Merci Carrefour Bourg en Bresse, on vient le premier jour de la promo catalogue, et plus de parasol (impossible d'en commander ...) c'est étrange ce qui se trouve sur  le catalogue doit être en magasin où commandable il me semble.
Les moustiquaires ne sont pas arrivées, on ne peut pas nous les mettre de côté ni nous les commander ....
Et l'aspirateur qui passe au mauvais prix et qui ne fait soit disant pas parti du catalogue alors que oui !!!!!!
Beau service aux clients !!!!!!",,2021-06-15T15:19:06.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,3bonjour,"3bonjour, je ne tiens pas à vous remercier pour l'augmentation des prix sur tous vos produits. Profiter du malheur des gens ne vous portera pas chance.  Étant cliente chez vous, je tiens à vous faire part de mon mécontentement et réfléchirait à 2 fois une fois le corona virus terminé",,2020-04-17T08:51:29.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Vous ne serez jamais remboursé !!!,"J'ai passé une commande le 22 décembre que j'ai annulée par téléphone au service client une heure après (délai légal plus que respecté !).
Le 24 je suis débité sur mon compte du prix de ma commande.
Le 30 décembre je suis avisée de l'expédition de ma commande. Je téléphone au service client qui me dit ne rien pouvoir faire, il me faut refuser la livraison, ce qu je fait.
Depuis impossible d'être remboursée... chaque e-mail adressé au service client reçoit toujours la même réponse : ""Nous avons bien pris en compte votre demande et transmettons au service concerné).
Aujourd'hui 30 janvier toujours pas de remboursement. Dernière réponse : Nous regrettons cet incident et faisons au plus vite pour résoudre le problème (je condense la réponse) mais rien sur mon compte ni dans ma boite à lettre.
Carrefour, une grande enseigne qui est certainement très équipée sur son site internet est une enseigne à éviter absolument....
Je suis moi même commerçante et j'ai un site internet, le remboursement est obligatoire sous 14 jours après le délais de rétractation, nul vendeur internet ne peut ignorer la loi, surtout pas une enseigne de cette taille.
Une étoile pour pouvoir valider mon témoignage, mais croyez moi il faudrait pouvoir évaluer autrement pour donner une note !",,2015-01-30T19:27:43.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Nouvelle commande sur carrefour drive …,"Nouvelle commande sur carrefour drive  Clay Souilly produit dans le catalogue actuellement, soit disant disponible sur le site,  livré en magasin...et lorsque l'on passe chercher de nouveau la commande est annulé...publicité mensongère ou magasin carrefour Clay souilly  qui se sert ? pas sérieux...je ne commanderai plus jamais sur le site...uniquement sur cdiscount ou Amazon 🤬😡 et j'irais faire mes courses dans un autre magasin.",,2020-12-09T17:55:54.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Le colis est arrivé en point retrait !,"Je viens de recevoir un e-mail à l’instant, mon colis est disponible depuis 6 jours au point de retrait et je viens à peine d’en être avisée !",,2019-12-19T09:59:03.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,"Honteux, aucun respect du client","Commande passée fin Novembre pour un cadeau de Noel :
- plus d'un mois après colis toujours pas livré
- le magasin carrefour de livraison ne veut/peut rien faire
- la hotline est injoignable
- par mail jamais de réponse
35€ perdu (bon groupon), je n'aimais pas cette enseigne qui ne sait pas considérer ses clients, en ligne c'est encore pire puisque c'est du VOL !",,2015-01-04T15:03:58.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Carrefour service fuel à fuir!!,"Le service livraison de fuel de Carrefour est vraiment à fuir!
Lundi dernier j'ai programmé une livraison de fuel domestique pour le jeudi 15 décembre entre 13h et 15h. À 15h n'ayant toujours aucune nouvelle, je contacte le service client qui m'indique qu'ils n'ont pas de moyen pour joindre le chauffeur et qu'il faut patienter.
Je patiente donc toute la journée, le chauffeur ne me contacte pas. Je rappelle le service client qui me dit dans un premier temps que le chauffeur n'a pas réussi à me joindre (ce qui est faux, j'étais joignable toute la journée), après on me dit que le chauffeur a eu des problèmes, qu'il a pris du retard et comme nous étions les derniers sur la liste et qu'il a fait fini sa journée il n'a pas pu nous livrer (nous n'étions pas les derniers, il y a avait d'autres créneaux après nous)...bref on me mène en bateau, et quand je demande si je suis par conséquent prioritaire sur la livraison du lendemain on me répond ""non non non on vous a reprogrammé une livraison pour le 23 décembre!"" une semaine après. On fait donc disparaître le problème, mon litige n'existe plus car la livraison est remplacée par une autre, et la défaillance du service carrefour n'apparait nulle part! Nous avions pris toutes les dispositions nécessaires, pour notre livraison et nous nous retrouvons dans une situation difficile avec un risque de se retrouver sans chauffage au moment où ils annoncent des températures négatives pour la semaine, et eux n'assument absolument rien! C'est scandaleux !",,2022-12-16T11:49:16.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-12-16T12:09:52.000Z,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Incapables de répondre au téléphone,Recu hier un catalogue pour les soldes débutant ce jour. Un canapé clic clac m'intéresse fortement il est en quantité limité je décide donc de contacter les magasins du 91 Essonne avant de me déplacer. Accueil magasin Evry me réponds qu'il ny en a plus pour expédier la conversation. Impossible de joindre quelqu un au magasin de Villabé. A ste Geneviève des bois les chefs de rayons ne répondent pas on me passe un responsable qui n'écoute pas ma demande et me transfère à l'accueil. 3 magasins 1h de perdue et je ne sais toujours pas où trouver ce canapé.,,2021-01-20T15:19:55.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,FUYEZ CARREFOUR.FR !!!,"FUYEZ CARREFOUR.FR !!!
MERCREDI
La commande qui devait m'être livrée hier n'a pu l'être, DU FAIT DE CARREFOUR.FR.
Il a fallu que j'ai enfin quelqu'un en ligne tard le soir pour l'apprendre. Personne n'ayant pris la peine de m'appeler.
La personne que j'ai en ligne m'explique que, du fait notamment de l'erreur de ce mercredi, la commande sera livrée jeudi avec le maximum d'attention.

JEUDI
Les livreurs arrivent ce soir peu avant 20:00, avec deux sacs peu remplis.
Le très gros (70%) de la commande manque. Le contenu des sacs était intégralement souillé.
J'appele le 0 980 980 988 pour me plaindre. En direct avec la personne que j'avais au téléphone, j'ai donc JETE A LA POUBELLE l'ensemble du très peu qui m'avait été livré.
Un mail de ma part à Carrefour.fr et deux jours plus tard, rien n'est réglé. Pas même un mot d'excuse de leur part.
FUYEZ CARREFOUR.FR",,2019-09-21T10:16:34.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Belle arnaque il me manquait trois…,"Belle arnaque il me manquait trois vignettes pour avoir le blender 
A la caisse on m’informe qu’ils n’ont plus de vignettes depuis le 19 avril fin de l’opération car tefal a tout arrêter 
C’est Une belle arnaque j’y ai ai laissé au moins 3 fois le prix dudit blender je pense moi aussi que je vais changer d’enseigne ils sont trop mauvais et il n’y a plus aucune écoute du client carrefour se croit le roi mais si tous les clients désertent cette enseigne ils vont l’avoir dur 
Boycott pour carrefour",,2021-04-26T17:11:06.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Sac de congélation de la marque…,"Sac de congélation de la marque carrefour 6L pas pré-découpé, j'ai dû tout recoupé aux ciseaux. Super!!",,2019-10-15T16:35:33.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,je reviens toujours énervé de carrefour…,"je reviens toujours énervé de carrefour millénaire, a chaque fois, y a des problèmes, étiquetage, arnaque, bref, et personnel pas sympa, je ne vais pas raconter en détails tout ce qui m'énerve a chaque fois c'est trop long, et meme si je n'y vais que deux ou trois fois par an, je ne supporte plus ce magasin ,  après plusieurs années d'horreur absolu, je vous parle du carrefour millénaire 93 a la porte d'aubervilliers bien sur, les autres je ne l'ai connais pas, et j'ai meme pas envie de les connaitre, et les prise de tête avec l'accueil non plus, (a l'accueil le personnel est payé, pour ne pas régler les différents, toujours une file d'attente interminable d'ailleurs )  bref je vais a leclerc maintenant",,2020-11-11T19:11:55.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Abus sur les conditions de retour CARREFOUR DRIVE,"Commande d'un jouet pour Noël sur Carrefour drive mi novembre... Entre temps, je dois rendre l'article car doublon... sauf que c'est un délai de 14 jours... et ça fait 20 jours !
Et dans tous les cas, les frais sont à ma charge ! On rêve, y'a un carrefour dans ma ville pour retourner un article vendu par l'enseigne et faut le retourner à l'entrepôt à mes frais par la poste ! Bravo la politique commerciale ! Bravo le zéro carbone ! 
Dernière fois que je commande au drive !!!! C'est de l'abus !

*************************************
Carrefour répond et me demande le détail pour traiter mon mécontentement! GROSSE BLAGUE!!!
Avec tous les échanges déjà faits...  comme si ça servait à qlq chose sauf de faire semblant de s'inquiéter de l'avis client.................. autant de considération, ça me laisse sans voix 😵",,2022-12-22T17:44:09.000Z,"Bonjour, afin d'expertiser cette situation, nous aurions besoin de plus de précisions. Pourriez-vous nous rejoindre sur nos réseaux sociaux ou ici https://www.carrefour.fr/services/nous-contacter/formulaire afin de vous apporter une réponse circonstanciée. Merci par avance, L'équipe Carrefour",2022-12-22T16:56:43.000Z,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,"A Madame Tournier,","A Madame Tournier,
J'ai appelé le Service Consommateurs.
Je vous cite : ""Vous nous précisez ne plus être en possession des éléments demandés, aussi nous n’avons pas pu en déterminer la nature ou l’origine et mener des investigations approfondies auprès de notre fournisseur"". 
Ce qui est complètement faux. Je donné toutes les infos aux hôtesses.
A fortiori, je viens de vous adresser : ma facture et aussi le code barre du produit. 
Riz long blanc plein de cailloux. Je vous ai adressé les photos, Madame.
Arrêtez de sous-entendre que je suis un menteur.
Il vous appartient de vous défendre auprès de votre employeur. Vous vous êtes mise en porte à faux toute seule.
Madame, telle que je vous l'ai dit, ce n'est pas 0.85€ qui va me ruiner. Non.
Sauf que je suis venu, juste pour signaler.
Gros souci pour vous, Madame. 
Je suis un homme de principe !",,2021-11-12T18:15:56.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Le jeu que j'ai précommandé n'est…,"Le jeu que j'ai précommandé n'est toujours pas arrivé à Carrefour market.
Comment peut-t-on se revendiquer sérieux si l'on accuse déjà du retard",,2018-10-26T11:22:50.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,verifier votre ticket de caisse-tromperie masquée,"Arnaque promo 2+1 :Il faut faire attention de bien avoir son catalogue sur soi ou de lire de prés les affichages sur rayons car il y a toujours une raison pour qu elle ne s'applique pas Exemple jus de fruit -promo 2+1 gratuit  -PANACHE POSSIBLE  -à la caisse vous payez plein pot les 3 jus car en tout petit (je suppose)la promo ne concernait que le jus de pomme et le jus d'orange!
Même chose pour les sachets de croquettes pour chat mais vous avez pris 2 paquets roses et un bleu alors qu il fallait 2 bleus et 1 rose 
Même chose pour les paquets de chips et là le problème était qu 1 des paquets n'avait pas de même contenance!
S'ils procèdent de cette façon c'est qu ils doivent vraiment en tirer profit!",,2017-03-04T22:25:18.887Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Vendeur et vendeuse,Je passe chez carrefour pour acheter un câble micro Usb mâle et usb femelle. Un des vendeurs du rayon informatique me dit qu ils n en vendent pas et s en va. Je demande à une vendeuse qui est un peu plus loin et elle me ramène ce câble...,,2019-09-20T16:49:22.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,la belle cabresse,"Enseigne déjà chère par rapport aux concurrents mais lorsqu'elle commercialise des produits de qualité détournée, il ne reste plus qu'à fuir. Le rhum guyanais ""LA BELLE CABRESSE"" n'a aucune saveur comparable au rhum réel importé de ce département que je connais parfaitement. Sachant qu'il y a un embouteilleur de ce rhum en Métropole, on peut imaginer tout ce qui peut se faire pour escroquer le client. Privilégiez  l'import, conseil avisé.",,2021-02-10T15:34:05.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Dommage qu'il n'y ait pas zéro étoile.,"Dommage qu'il n'y ait pas zéro étoile.
Le système fidélité de Carrefour a rencontré des bugs et j'en ai fait les frais, leur site internet annonçaient des promotions fidélité qui ne m'ont jamais été créditées. Leur service a mis plus de 8 mois à me répondre ! Malgré des preuves comme des photos, une commande qui n'apparaît pas sur mon ""compte Carrefour"" et une facture sans queue ni tête, ils m'ont refusé les avantages fidélité. Bien impossible de les joindre sur leur numéro surtaxé!!!! Une honte!!!!",,2019-12-06T17:26:47.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Inadmissible que personne puisse servir…,Inadmissible que personne puisse servir au rayon boucherie de carrefour market mezieres sur seine on nous dit d'attendre la relève et le directeur ne veut pas descendre merci pour les clients,,2020-01-14T12:30:07.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Comportement des caissières égocentrique,"Concernant le comportement des caissières pendant la période de la covid déplorable, le fait que les caissières n'utilisent pas du gel hydroalcoolique entre chaque client en prétendant que cela abîme les mains ou qu'elles n'ont pas le temps est inadmissible . Les médecins et le personnel soignant mettent bien du gel hydroalcoolique plusieurs fois par patient. Je trouve le comportement bien égocentrique et on peut toujours garder la distance et mettre du gel en rentrant dans le magasin, des mains des caissières contaminées propagent le virus de façon spectaculaire.",,2020-09-12T21:18:49.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
1,Lamentable l'opération vignettes Tefal,"Lamentable l'opération vignettes Tefal, rupture de stock et impossible de commander, j'habite à côté mais j'irai au leclerc drive, commande dans le coffre et juste à ranger en arrivant. Carrefour market a perdu ma clientèle !",,2021-04-24T19:01:04.000Z,,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,
